,city,country,woeid,lat,lng,trends
234,Ranchi,India,2295383,23.37,85.33,"['#PrashantBhushan', '#CBIForPalghar', '#ChinaAgainstMinorities', '#Gmail', '#swachhsurvekshan2020', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'Sadhguru PranaamOnEaseMyTrip', 'the sleekest phone', 'प्रशांत भूषण', '#ResignParambirSingh', '#SaraAliKhan', '#RememberingRajivGandhi', '#SantNarayanGuruJayanti', '#MUAgainstStudents', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#ThursdayThoughts', '#GetWellSoonSPBSIR', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#google', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#RepeatAfterMe', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#VinayagarChathurthi', '#ArmaanMalikStreamingParty', '#islamicnewyear1442']"
235,Kolkata,India,2295386,22.495,88.3247,"['#PrashantBhushan', '#CBIForPalghar', '#ChinaAgainstMinorities', '#Gmail', '#swachhsurvekshan2020', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'Sadhguru PranaamOnEaseMyTrip', 'the sleekest phone', 'प्रशांत भूषण', '#ResignParambirSingh', '#SaraAliKhan', '#RememberingRajivGandhi', '#SantNarayanGuruJayanti', '#MUAgainstStudents', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#ThursdayThoughts', '#GetWellSoonSPBSIR', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#google', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#RepeatAfterMe', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#VinayagarChathurthi', '#ArmaanMalikStreamingParty', '#islamicnewyear1442']"
236,Amritsar,India,2295388,31.64,74.87,"['#PrashantBhushan', '#CBIForPalghar', '#ChinaAgainstMinorities', '#Gmail', '#SwachhSurvekshan2020', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'Sadhguru PranaamOnEaseMyTrip', 'the sleekest phone', 'प्रशांत भूषण', '#ResignParambirSingh', '#SaraAliKhan', '#HumDekhenge', '#RememberingRajivGandhi', '#MUAgainstStudents', '#SantNarayanGuruJayanti', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#GetWellSoonSPBSIR', '#ThursdayThoughts', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#Google', '#RepeatAfterMe', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#islamicnewyear1442', '#thursdayvibes', '#ArnabGoswamy', '#VinayagarChathurthi', '#ArmaanMalikStreamingParty']"
237,Jaipur,India,2295401,26.9211,75.81,"['#RajivGandhi', '#CBITakesOver', '#राजस्थान_पुलिस_3600gP', '#ThursdayThoughts', '#Gmail', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'Sadhguru PranaamOnEaseMyTrip', 'the sleekest phone', 'प्रशांत भूषण', 'Shri Rajiv Gandhi', '76th Birth Anniversary', '#WorldPhotographyDay', '#TrueWorship_CuresDiseases', '#PrashantBhushan', '#RepeatAfterMe', '#CBIForPalghar', '#ChinaAgainstMinorities', '#SwachhSurvekshan2020', '#ResignParambirSingh', '#SaraAliKhan', '#HumDekhenge', '#MUAgainstStudents', '#SantNarayanGuruJayanti', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#GetWellSoonSPBSIR', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#Google', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#islamicnewyear1442', '#thursdayvibes', '#ArnabGoswamy', '#VinayagarChathurthi']"
238,Bhopal,India,2295407,23.25,77.41,"['#PrashantBhushan', '#CBIForPalghar', '#ChinaAgainstMinorities', '#Gmail', '#swachhsurvekshan2020', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'Sadhguru PranaamOnEaseMyTrip', 'the sleekest phone', 'प्रशांत भूषण', '#ResignParambirSingh', '#SaraAliKhan', '#RememberingRajivGandhi', '#SantNarayanGuruJayanti', '#MUAgainstStudents', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#ThursdayThoughts', '#GetWellSoonSPBSIR', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#google', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#RepeatAfterMe', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#VinayagarChathurthi', '#ArmaanMalikStreamingParty', '#islamicnewyear1442']"
239,Indore,India,2295408,22.7151,75.865,"['#SwachhSurvekshan2020', '#RememberingRajivGandhi', '#CBITakesOver', '#WorldPhotographyDay', '#Gmail', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'the sleekest phone', 'प्रशांत भूषण', '#TrueWorship_CuresDiseases', '#PrashantBhushan', '#CBIForPalghar', '#ChinaAgainstMinorities', '#ResignParambirSingh', '#SaraAliKhan', '#HumDekhenge', '#MUAgainstStudents', '#SantNarayanGuruJayanti', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#GetWellSoonSPBSIR', '#ThursdayThoughts', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#Google', '#RepeatAfterMe', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#islamicnewyear1442', '#thursdayvibes', '#ArnabGoswamy', '#VinayagarChathurthi', '#ArmaanMalikStreamingParty', '#DeepikaPadukone']"
240,Mumbai,India,2295411,19.017,72.857,"['#PrashantBhushan', '#CBIForPalghar', '#ChinaAgainstMinorities', '#Gmail', '#SwachhSurvekshan2020', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'Sadhguru PranaamOnEaseMyTrip', 'the sleekest phone', 'प्रशांत भूषण', '#ResignParambirSingh', '#SaraAliKhan', '#HumDekhenge', '#RememberingRajivGandhi', '#MUAgainstStudents', '#SantNarayanGuruJayanti', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#GetWellSoonSPBSIR', '#ThursdayThoughts', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#Google', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#RepeatAfterMe', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#islamicnewyear1442', '#VinayagarChathurthi', '#ArmaanMalikStreamingParty', '#ArnabGoswamy']"
241,Pune,India,2295412,18.53,73.85,"['#PrashantBhushan', '#CBIForPalghar', '#ChinaAgainstMinorities', '#Gmail', '#swachhsurvekshan2020', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'Sadhguru PranaamOnEaseMyTrip', 'the sleekest phone', 'प्रशांत भूषण', '#ResignParambirSingh', '#SaraAliKhan', '#RememberingRajivGandhi', '#SantNarayanGuruJayanti', '#MUAgainstStudents', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#ThursdayThoughts', '#GetWellSoonSPBSIR', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#google', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#RepeatAfterMe', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#VinayagarChathurthi', '#ArmaanMalikStreamingParty', '#islamicnewyear1442']"
242,Hyderabad,India,2295414,17.4,78.48,"['#CBIForSSR', '#PrashantBhushan', '#ChinaAgainstMinorities', '#Gmail', '#SwachhSurvekshan2020', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'Sadhguru PranaamOnEaseMyTrip', 'the sleekest phone', 'प्रशांत भूषण', '#ResignParambirSingh', '#SaraAliKhan', '#HumDekhenge', '#RememberingRajivGandhi', '#MUAgainstStudents', '#SantNarayanGuruJayanti', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#GetWellSoonSPBSIR', '#ThursdayThoughts', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#Google', '#RepeatAfterMe', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#islamicnewyear1442', '#ArnabGoswamy', '#VinayagarChathurthi', '#ArmaanMalikStreamingParty']"
243,Chennai,India,2295424,13.09,80.28,"['#Master', 'Chennai', '#PrashantBhushan', '#CBIForPalghar', '#ChinaAgainstMinorities', '#Gmail', 'The Gone Game', 'Trell Keh Jo Kehna Hai', 'Hindustani Bhau', 'Hrithik', 'Liverpool', 'Sadhguru PranaamOnEaseMyTrip', 'the sleekest phone', 'प्रशांत भूषण', '#SwachhSurvekshan2020', '#ResignParambirSingh', '#SaraAliKhan', '#HumDekhenge', '#RememberingRajivGandhi', '#MUAgainstStudents', '#SantNarayanGuruJayanti', '#RIPSUBHASRI_SAVE30LAKH', '#AkModel4Uttarakhand', '#ಜನಧ್ವನಿ', '#LaabamTrailer', '#GetWellSoonSPBSIR', '#ThursdayThoughts', '#गुंजन_पटेल_को_रिहा_करो', '#PLFixtures', '#WorldMosquitoDay', '#VOnPrime', '#Dikkiloona', '#Surat', '#AARTIDRUGS', '#OPPOF17Pro', '#HappyBirthdayRandeepHooda', '#13YearsOfDMG', '#Google', '#RepeatAfterMe', '#Nani', '#ஓசி_ஊத்தப்ப_திமுக', '#CoolieNo1', '#islamicnewyear1442', '#ArnabGoswamy', '#VinayagarChathurthi', '#ArmaanMalikStreamingParty']"
244,Mersin,Turkey,2323778,36.8004,34.6128,"['#PolisiminYanındayım', '#müjde', '#cebrailcankalaycıtutuklansın', 'İnşallah', 'Rabbim', 'İstanbul', 'Amin', 'Teşekkür', 'Bence', 'Reis', 'Zekeriya Alp', '#MuharremAyı', '#CGNöbette', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'Maske', 'RTEMüjde MahkumaAFOlsun', 'Erman Toroğlu', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', ""Cenab-ı Allah'tan"", 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Cem Dizdar', 'Devlete', 'Zonguldak', 'Olayın', 'Nevşin', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#Gmail', '#kariyernet', '#ikinciildışıyapılsın', '#Hicri1442', '#hacettepesesimiziduy', '#yağmur', '#faiz', '#İyiGündeKötüGünde']"
245,Adana,Turkey,2343678,36.995,35.32,"['#müjde', '#PolisiminYanındayım', '#cebrailcankalaycıtutuklansın', 'Zekeriya Alp', '#MuharremAyı', '#CGNöbette', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'Maske', 'RTEMüjde MahkumaAFOlsun', 'Erman Toroğlu', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', ""Cenab-ı Allah'tan"", 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Cem Dizdar', 'Devlete', 'Zonguldak', 'Olayın', 'Nevşin', 'Kudurun', 'Rabbimden', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#Gmail', '#kariyernet', '#ikinciildışıyapılsın', '#Hicri1442', '#hacettepesesimiziduy', '#yağmur', '#faiz', '#İyiGündeKötüGünde', '#MeşhurBingölKavurması', '#recepcakırtecavuzcudur']"
246,Ankara,Turkey,2343732,39.9272,32.8644,"['#PolisiminYanındayım', '#cebrailcankalaycıtutuklansın', '#BenimMüjdem', '#MuharremAyı', '#sütyen', 'Zekeriya Alp', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'Maske', 'RTEMüjde MahkumaAFOlsun', 'Erman Toroğlu', 'İstanbul Valiliği', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', ""Cenab-ı Allah'tan"", 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Cem Dizdar', 'Devlete', 'Olayın', 'Nevşin', 'Zonguldak', 'Kudurun', 'Yeni Hicri', 'Rabbimden', '#merhaba1442', '#CGNöbette', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#Gmail', '#kariyernet', '#ikinciildışıyapılsın', '#hacettepesesimiziduy', '#yağmur', '#faiz', '#İyiGündeKötüGünde', '#MuejdeliCuma', '#MeşhurBingölKavurması']"
247,Antalya,Turkey,2343733,36.89,30.7,"['#PolisiminYanındayım', '#cebrailcankalaycıtutuklansın', 'Zekeriya Alp', '#BenimMüjdem', '#MuharremAyı', '#CGNöbette', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'Maske', 'RTEMüjde MahkumaAFOlsun', 'Erman Toroğlu', 'Videonun', 'İstanbul Valiliği', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', ""Cenab-ı Allah'tan"", 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Cem Dizdar', 'Devlete', 'Zonguldak', 'Olayın', 'Nevşin', 'Kudurun', 'Rabbimden', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#Gmail', '#kariyernet', '#ikinciildışıyapılsın', '#Hicri1442', '#hacettepesesimiziduy', '#yağmur', '#faiz', '#İyiGündeKötüGünde', '#MuejdeliCuma', '#MeşhurBingölKavurması', '#recepcakırtecavuzcudur']"
248,Bursa,Turkey,2343843,40.2,29.07,"['#PolisiminYanındayım', '#cebrailcankalaycıtutuklansın', '#müjde', '#sütyen', '#merhaba1442', 'Zekeriya Alp', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'Maske', 'RTEMüjde MahkumaAFOlsun', 'Erman Toroğlu', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', ""Cenab-ı Allah'tan"", 'Uğurcan Çakır', 'Açığa', 'Larin', 'Darp', 'Oruç', 'Cem Dizdar', 'Devlete', 'Zonguldak', 'Olayın', 'Nevşin', 'Kudurun', 'Rabbimden', '#SağlığaZamlıTekKalemMaaş', '#MuharremAyı', '#CGNöbette', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#Gmail', '#kariyernet', '#ikinciildışıyapılsın', '#faiz', '#yağmur', '#hacettepesesimiziduy', '#İyiGündeKötüGünde', '#MeşhurBingölKavurması', '#recepcakırtecavuzcudur']"
249,Diyarbakır,Turkey,2343932,37.9204,40.23,"['#PolisiminYanındayım', '#cebrailcankalaycıtutuklansın', 'Zekeriya Alp', '#BenimMüjdem', '#MuharremAyı', '#CGNöbette', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'Maske', 'RTEMüjde MahkumaAFOlsun', 'Yusuf Namoğlu', 'Erman Toroğlu', 'İstanbul Valiliği', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', ""Cenab-ı Allah'tan"", 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Devlete', 'Olayın', 'Nevşin', 'Zonguldak', 'Kudurun', 'Rabbimden', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#kariyernet', '#Gmail', '#ikinciildışıyapılsın', '#Hicri1442', '#faiz', '#hacettepesesimiziduy', '#yağmur', '#İyiGündeKötüGünde', '#MuejdeliCuma', '#MeşhurBingölKavurması', '#recepcakırtecavuzcudur']"
250,Eskişehir,Turkey,2343980,39.795,30.53,"['#PolisiminYanındayım', '#cebrailcankalaycıtutuklansın', 'Zekeriya Alp', '#BenimMüjdem', '#MuharremAyı', '#CGNöbette', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'Maske', 'RTEMüjde MahkumaAFOlsun', 'Yusuf Namoğlu', 'Erman Toroğlu', 'İstanbul Valiliği', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', ""Cenab-ı Allah'tan"", 'Tekme', 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Devlete', 'Olayın', 'Nevşin', 'Zonguldak', 'Kudurun', 'Rabbimden', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#kariyernet', '#Gmail', '#ikinciildışıyapılsın', '#Hicri1442', '#faiz', '#hacettepesesimiziduy', '#yağmur', '#İyiGündeKötüGünde', '#MuejdeliCuma', '#MeşhurBingölKavurması', '#recepcakırtecavuzcudur']"
251,Gaziantep,Turkey,2343999,37.075,37.385,"['#PolisiminYanındayım', '#cebrailcankalaycıtutuklansın', 'Zekeriya Alp', '#BenimMüjdem', '#MuharremAyı', '#CGNöbette', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'Maske', 'RTEMüjde MahkumaAFOlsun', 'Erman Toroğlu', 'Videonun', 'İstanbul Valiliği', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', ""Cenab-ı Allah'tan"", 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Cem Dizdar', 'Devlete', 'Zonguldak', 'Olayın', 'Nevşin', 'Kudurun', 'Rabbimden', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#Gmail', '#kariyernet', '#ikinciildışıyapılsın', '#Hicri1442', '#hacettepesesimiziduy', '#yağmur', '#faiz', '#İyiGündeKötüGünde', '#MuejdeliCuma', '#MeşhurBingölKavurması', '#recepcakırtecavuzcudur']"
252,Istanbul,Turkey,2344116,41.105,29.01,"['#PolisiminYanındayım', '#cebrailcankalaycıtutuklansın', '#müjde', '#merhaba1442', '#sütyen', 'Zekeriya Alp', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'Maske', 'RTEMüjde MahkumaAFOlsun', 'Erman Toroğlu', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', ""Cenab-ı Allah'tan"", 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Cem Dizdar', 'Devlete', 'Zonguldak', 'Olayın', 'Nevşin', 'Kudurun', 'Rabbimden', '#MuharremAyı', '#CGNöbette', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#Gmail', '#kariyernet', '#ikinciildışıyapılsın', '#hacettepesesimiziduy', '#yağmur', '#faiz', '#İyiGündeKötüGünde', '#MeşhurBingölKavurması', '#recepcakırtecavuzcudur']"
253,Kayseri,Turkey,2344174,38.735,35.49,"['#PolisiminYanındayım', '#cebrailcankalaycıtutuklansın', '#müjde', 'Kesinlikle', 'İnşallah', 'Rabbim', 'Zekeriya Alp', '#MuharremAyı', '#CGNöbette', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'RTEMüjde MahkumaAFOlsun', 'Yusuf Namoğlu', 'Maske', 'Erman Toroğlu', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', ""Cenab-ı Allah'tan"", 'Ellerinde', 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Devlete', 'Olayın', 'Nevşin', 'Zonguldak', 'Kudurun', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#ikinciildışıyapılsın', '#kariyernet', '#Gmail', '#Hicri1442', '#faiz', '#hacettepesesimiziduy', '#yağmur', '#İyiGündeKötüGünde', '#MeşhurBingölKavurması']"
254,Konya,Turkey,2344210,37.875,32.475,"['#PolisiminYanındayım', '#müjde', '#cebrailcankalaycıtutuklansın', '#merhaba1442', '#sütyen', ""Allah'tan"", 'Reis', 'Sosa', 'Zekeriya Alp', 'GençKızlara KorkunçTuzak', 'Belediye Başkanları İstişare', 'Merkez Bankası', 'James Rodriguez', 'GamzeTetike UmutOl', 'Polisler', 'Görevini', 'RTEMüjde MahkumaAFOlsun', 'Maske', 'Yusuf Namoğlu', 'Erman Toroğlu', 'Videonun', 'Hasan Bülent Kahraman', 'Yasayı', 'Kadının', 'Tekme', 'Ellerinde', 'Uğurcan Çakır', 'Larin', 'Açığa', 'Darp', 'Oruç', 'Devlete', 'Olayın', 'Nevşin', 'Zonguldak', 'Kudurun', 'Yeni Hicri', '#MuharremAyı', '#CGNöbette', '#VedatMuriqi', '#duygusuziftira', '#akpENTÜBE', '#kariyernet', '#ikinciildışıyapılsın', '#Gmail', '#faiz', '#hacettepesesimiziduy', '#yağmur', '#İyiGündeKötüGünde', '#MeşhurBingölKavurması']"
255,Auckland,New Zealand,2348079,-36.8481,174.763,"['Tough', 'Mittens', '#Covid_19', '#NRLEelsStorm', 'Goodyear', '#DemConvention', 'high court', '#BidenHarris2020', 'pete', 'dr shane', 'Chloe', 'MAGA', 'kmart', 'Florida', 'Christians', '#shortlandstreet', 'Taiwan', 'nzers', 'Rachel', 'the nats', 'Boyd', 'Nazi', 'heather simpson', 'australians', 'Rydges', 'Reti', 'lebron', 'Joe Biden', 'Ireland', 'Kia Ora', 'Pakistan', 'Putin', 'Dame', 'donald trump', 'Border', 'iPhone', 'jordan', 'jesse', 'victoria', 'Northland', 'Wendy', 'Tasman', 'air nz', 'Democrat', 'Portland', 'aotearoa new zealand', 'vietnam', 'Republican', '#dungeonsanddragons', '#conservation']"
